2012-05-02,9:18,0
2012-05-02,9:33,0
2012-05-02,9:48,0
2012-05-02,10:03,0
2012-05-02,10:18,0
2012-05-02,10:33,0
2012-05-02,10:48,0
2012-05-02,11:03,0
2012-05-02,11:18,0
2012-05-02,11:33,0
2012-05-02,11:48,0
2012-05-02,12:03,0
2012-05-02,12:18,0
2012-05-02,12:33,0
2012-05-02,12:48,0
2012-05-02,13:03,0
2012-05-02,13:18,0
2012-05-02,13:33,0
2012-05-02,13:48,0
2012-05-02,14:03,0
2012-05-02,14:18,0
2012-05-02,14:33,0
2012-05-02,14:48,0
2012-05-02,15:03,0
2012-05-02,15:18,0
2012-05-02,15:33,0
2012-05-02,15:48,0
2012-05-02,16:03,0
2012-05-02,16:18,0
2012-05-02,16:33,0
2012-05-02,16:48,0
2012-05-02,17:00,0
2012-05-03,9:18,0
2012-05-03,9:33,0
2012-05-03,9:48,0
2012-05-03,10:03,0
2012-05-03,10:18,0
2012-05-03,10:33,0
2012-05-03,10:48,0
2012-05-03,11:03,0
2012-05-03,11:18,0
2012-05-03,11:33,0
2012-05-03,11:48,0
2012-05-03,12:03,0
2012-05-03,12:18,0
2012-05-03,12:33,0
2012-05-03,12:48,0
2012-05-03,13:03,0
2012-05-03,13:18,0
2012-05-03,13:33,0
2012-05-03,13:48,0
2012-05-03,14:03,0
2012-05-03,14:18,0
2012-05-03,14:33,0
2012-05-03,14:48,0
2012-05-03,15:03,0
2012-05-03,15:18,0
2012-05-03,15:33,0
2012-05-03,15:48,0
2012-05-03,16:03,0
2012-05-03,16:18,0
2012-05-03,16:33,0
2012-05-03,16:48,0
2012-05-03,17:00,0
2012-05-04,9:18,0
2012-05-04,9:33,0
2012-05-04,9:48,0
2012-05-04,10:03,0
2012-05-04,10:18,0
2012-05-04,10:33,0
2012-05-04,10:48,0
2012-05-04,11:03,0
2012-05-04,11:18,0
2012-05-04,11:33,0
2012-05-04,11:48,0
2012-05-04,12:03,0
2012-05-04,12:18,0
2012-05-04,12:33,0
2012-05-04,12:48,0
2012-05-04,13:03,0
2012-05-04,13:18,0
2012-05-04,13:33,1
2012-05-04,13:48,1
2012-05-04,14:03,1
2012-05-04,14:18,1
2012-05-04,14:33,1
2012-05-04,14:48,1
2012-05-04,15:03,0
2012-05-04,15:18,0
2012-05-04,15:33,0
2012-05-04,15:48,0
2012-05-04,16:03,0
2012-05-04,16:18,0
2012-05-04,16:33,0
2012-05-04,16:48,-1
2012-05-04,17:00,-1
2012-05-07,9:18,-1
2012-05-07,9:33,-1
2012-05-07,9:48,-1
2012-05-07,10:03,-1
2012-05-07,10:18,-1
2012-05-07,10:33,-1
2012-05-07,10:48,-1
2012-05-07,11:03,-1
2012-05-07,11:18,-1
2012-05-07,11:33,-1
2012-05-07,11:48,-1
2012-05-07,12:03,-1
2012-05-07,12:18,-1
2012-05-07,12:33,-1
2012-05-07,12:48,-1
2012-05-07,13:03,-1
2012-05-07,13:18,-1
2012-05-07,13:33,-1
2012-05-07,13:48,-1
2012-05-07,14:03,-1
2012-05-07,14:18,-1
2012-05-07,14:33,-1
2012-05-07,14:48,-1
2012-05-07,15:03,-1
2012-05-07,15:18,-1
2012-05-07,15:33,-1
2012-05-07,15:48,-1
2012-05-07,16:03,-1
2012-05-07,16:18,-1
2012-05-07,16:33,-1
2012-05-07,16:48,-1
2012-05-07,17:00,-1
2012-05-08,9:18,-1
2012-05-08,9:33,-1
2012-05-08,9:48,-1
2012-05-08,10:03,-1
2012-05-08,10:18,-1
2012-05-08,10:33,-1
2012-05-08,10:48,-1
2012-05-08,11:03,-1
2012-05-08,11:18,-1
2012-05-08,11:33,-1
2012-05-08,11:48,-1
2012-05-08,12:03,-1
2012-05-08,12:18,-1
2012-05-08,12:33,-1
2012-05-08,12:48,-1
2012-05-08,13:03,-1
2012-05-08,13:18,0
2012-05-08,13:33,0
2012-05-08,13:48,0
2012-05-08,14:03,0
2012-05-08,14:18,0
2012-05-08,14:33,0
2012-05-08,14:48,0
2012-05-08,15:03,0
2012-05-08,15:18,0
2012-05-08,15:33,0
2012-05-08,15:48,0
2012-05-08,16:03,0
2012-05-08,16:18,0
2012-05-08,16:33,0
2012-05-08,16:48,0
2012-05-08,17:00,0
2012-05-09,9:18,1
2012-05-09,9:33,1
2012-05-09,9:48,1
2012-05-09,10:03,1
2012-05-09,10:18,1
2012-05-09,10:33,1
2012-05-09,10:48,1
2012-05-09,11:03,1
2012-05-09,11:18,1
2012-05-09,11:33,1
2012-05-09,11:48,0
2012-05-09,12:03,0
2012-05-09,12:18,0
2012-05-09,12:33,0
2012-05-09,12:48,0
2012-05-09,13:03,0
2012-05-09,13:18,0
2012-05-09,13:33,0
2012-05-09,13:48,0
2012-05-09,14:03,0
2012-05-09,14:18,0
2012-05-09,14:33,0
2012-05-09,14:48,0
2012-05-09,15:03,0
2012-05-09,15:18,0
2012-05-09,15:33,0
2012-05-09,15:48,0
2012-05-09,16:03,0
2012-05-09,16:18,0
2012-05-09,16:33,0
2012-05-09,16:48,0
2012-05-09,17:00,0
2012-05-10,9:18,0
2012-05-10,9:33,0
2012-05-10,9:48,0
2012-05-10,10:03,0
2012-05-10,10:18,0
2012-05-10,10:33,-1
2012-05-10,10:48,-1
2012-05-10,11:03,-1
2012-05-10,11:18,-1
2012-05-10,11:33,-1
2012-05-10,11:48,-1
2012-05-10,12:03,-1
2012-05-10,12:18,-1
2012-05-10,12:33,-1
2012-05-10,12:48,-1
2012-05-10,13:03,-1
2012-05-10,13:18,-1
2012-05-10,13:33,-1
2012-05-10,13:48,-1
2012-05-10,14:03,0
2012-05-10,14:18,0
2012-05-10,14:33,0
2012-05-10,14:48,0
2012-05-10,15:03,0
2012-05-10,15:18,0
2012-05-10,15:33,0
2012-05-10,15:48,0
2012-05-10,16:03,0
2012-05-10,16:18,0
2012-05-10,16:33,0
2012-05-10,16:48,0
2012-05-10,17:00,0
2012-05-11,9:18,0
2012-05-11,9:33,0
2012-05-11,9:48,0
2012-05-11,10:03,0
2012-05-11,10:18,0
2012-05-11,10:33,0
2012-05-11,10:48,-1
2012-05-11,11:03,-1
2012-05-11,11:18,-1
2012-05-11,11:33,-1
2012-05-11,11:48,0
2012-05-11,12:03,0
2012-05-11,12:18,0
2012-05-11,12:33,0
2012-05-11,12:48,0
2012-05-11,13:03,0
2012-05-11,13:18,0
2012-05-11,13:33,0
2012-05-11,13:48,0
2012-05-11,14:03,0
2012-05-11,14:18,0
2012-05-11,14:33,0
2012-05-11,14:48,0
2012-05-11,15:03,0
2012-05-11,15:18,0
2012-05-11,15:33,0
2012-05-11,15:48,0
2012-05-11,16:03,-1
2012-05-11,16:18,-1
2012-05-11,16:33,-1
2012-05-11,16:48,-1
2012-05-11,17:00,-1
2012-05-14,9:18,-1
2012-05-14,9:33,-1
2012-05-14,9:48,0
2012-05-14,10:03,0
2012-05-14,10:18,0
2012-05-14,10:33,0
2012-05-14,10:48,0
2012-05-14,11:03,0
2012-05-14,11:18,0
2012-05-14,11:33,0
2012-05-14,11:48,0
2012-05-14,12:03,0
2012-05-14,12:18,0
2012-05-14,12:33,0
2012-05-14,12:48,0
2012-05-14,13:03,0
2012-05-14,13:18,0
2012-05-14,13:33,0
2012-05-14,13:48,0
2012-05-14,14:03,1
2012-05-14,14:18,0
2012-05-14,14:33,0
2012-05-14,14:48,0
2012-05-14,15:03,0
2012-05-14,15:18,0
2012-05-14,15:33,0
2012-05-14,15:48,0
2012-05-14,16:03,0
2012-05-14,16:18,0
2012-05-14,16:33,0
2012-05-14,16:48,0
2012-05-14,17:00,0
2012-05-15,9:18,0
2012-05-15,9:33,0
2012-05-15,9:48,0
2012-05-15,10:03,0
2012-05-15,10:18,1
2012-05-15,10:33,1
2012-05-15,10:48,0
2012-05-15,11:03,0
2012-05-15,11:18,1
2012-05-15,11:33,1
2012-05-15,11:48,1
2012-05-15,12:03,0
2012-05-15,12:18,0
2012-05-15,12:33,0
2012-05-15,12:48,0
2012-05-15,13:03,0
2012-05-15,13:18,-1
2012-05-15,13:33,-1
2012-05-15,13:48,-1
2012-05-15,14:03,-1
2012-05-15,14:18,-1
2012-05-15,14:33,-1
2012-05-15,14:48,-1
2012-05-15,15:03,-1
2012-05-15,15:18,0
2012-05-15,15:33,0
2012-05-15,15:48,0
2012-05-15,16:03,0
2012-05-15,16:18,0
2012-05-15,16:33,0
2012-05-15,16:48,0
2012-05-15,17:00,-1
2012-05-16,9:18,0
2012-05-16,9:33,1
2012-05-16,9:48,1
2012-05-16,10:03,1
2012-05-16,10:18,1
2012-05-16,10:33,1
2012-05-16,10:48,0
2012-05-16,11:03,0
2012-05-16,11:18,0
2012-05-16,11:33,0
2012-05-16,11:48,0
2012-05-16,12:03,0
2012-05-16,12:18,0
2012-05-16,12:33,0
2012-05-16,12:48,1
2012-05-16,13:03,1
2012-05-16,13:18,0
2012-05-16,13:33,0
2012-05-16,13:48,0
2012-05-16,14:03,0
2012-05-16,14:18,0
2012-05-16,14:33,0
2012-05-16,14:48,0
2012-05-16,15:03,0
2012-05-16,15:18,0
2012-05-16,15:33,0
2012-05-16,15:48,0
2012-05-16,16:03,0
2012-05-16,16:18,0
2012-05-16,16:33,0
2012-05-16,16:48,0
2012-05-16,17:00,0
2012-05-17,9:18,0
2012-05-17,9:33,0
2012-05-17,9:48,0
2012-05-17,10:03,0
2012-05-17,10:18,0
2012-05-17,10:33,1
2012-05-17,10:48,1
2012-05-17,11:03,1
2012-05-17,11:18,0
2012-05-17,11:33,0
2012-05-17,11:48,0
2012-05-17,12:03,0
2012-05-17,12:18,0
2012-05-17,12:33,0
2012-05-17,12:48,0
2012-05-17,13:03,0
2012-05-17,13:18,0
2012-05-17,13:33,0
2012-05-17,13:48,0
2012-05-17,14:03,0
2012-05-17,14:18,0
2012-05-17,14:33,0
2012-05-17,14:48,0
2012-05-17,15:03,0
2012-05-17,15:18,0
2012-05-17,15:33,0
2012-05-17,15:48,0
2012-05-17,16:03,0
2012-05-17,16:18,0
2012-05-17,16:33,0
2012-05-17,16:48,0
2012-05-17,17:00,0
2012-05-18,9:18,0
2012-05-18,9:33,0
2012-05-18,9:48,0
2012-05-18,10:03,0
2012-05-18,10:18,0
2012-05-18,10:33,0
2012-05-18,10:48,0
2012-05-18,11:03,0
2012-05-18,11:18,0
2012-05-18,11:33,0
2012-05-18,11:48,0
2012-05-18,12:03,0
2012-05-18,12:18,0
2012-05-18,12:33,0
2012-05-18,12:48,0
2012-05-18,13:03,0
2012-05-18,13:18,0
2012-05-18,13:33,0
2012-05-18,13:48,0
