20101001,918,0
20101001,933,0
20101001,948,0
20101001,1003,0
20101001,1018,0
20101001,1033,0
20101001,1048,0
20101001,1103,0
20101001,1118,0
20101001,1133,0
20101001,1148,0
20101001,1203,0
20101001,1218,0
20101001,1233,0
20101001,1248,0
20101001,1303,0
20101001,1318,0
20101001,1333,0
20101001,1348,0
20101001,1403,0
20101001,1418,0
20101001,1433,0
20101001,1448,0
20101001,1503,0
20101001,1518,0
20101001,1533,0
20101001,1548,0
20101001,1603,0
20101001,1618,0
20101001,1633,0
20101001,1648,0
20101001,1700,0
20101004,918,0
20101004,933,0
20101004,948,0
20101004,1003,0
20101004,1018,0
20101004,1033,0
20101004,1048,0
20101004,1103,0
20101004,1118,0
20101004,1133,0
20101004,1148,0
20101004,1203,0
20101004,1218,0
20101004,1233,0
20101004,1248,0
20101004,1303,0
20101004,1318,0
20101004,1333,0
20101004,1348,0
20101004,1403,0
20101004,1418,0
20101004,1433,0
20101004,1448,0
20101004,1503,0
20101004,1518,0
20101004,1533,0
20101004,1548,0
20101004,1603,0
20101004,1618,0
20101004,1633,0
20101004,1648,0
20101004,1700,0
20101005,918,0
20101005,933,0
20101005,948,0
20101005,1003,0
20101005,1018,0
20101005,1033,0
20101005,1048,0
20101005,1103,0
20101005,1118,0
20101005,1133,0
20101005,1148,0
20101005,1203,0
20101005,1218,0
20101005,1233,0
20101005,1248,0
20101005,1303,0
20101005,1318,0
20101005,1333,0
20101005,1348,0
20101005,1403,-1
20101005,1418,-1
20101005,1433,-1
20101005,1448,-1
20101005,1503,-1
20101005,1518,-1
20101005,1533,-1
20101005,1548,-1
20101005,1603,-1
20101005,1618,-1
20101005,1633,-1
20101005,1648,-1
20101005,1700,-1
20101006,918,-1
20101006,933,-1
20101006,948,-1
20101006,1003,-1
20101006,1018,-1
20101006,1033,-1
20101006,1048,-1
20101006,1103,-1
20101006,1118,-1
20101006,1133,-1
20101006,1148,-1
20101006,1203,-1
20101006,1218,-1
20101006,1233,-1
20101006,1248,-1
20101006,1303,-1
20101006,1318,-1
20101006,1333,-1
20101006,1348,-1
20101006,1403,0
20101006,1418,0
20101006,1433,0
20101006,1448,0
20101006,1503,0
20101006,1518,0
20101006,1533,0
20101006,1548,0
20101006,1603,0
20101006,1618,0
20101006,1633,0
20101006,1648,0
20101006,1700,0
20101007,918,0
20101007,933,0
20101007,948,0
20101007,1003,0
20101007,1018,0
20101007,1033,0
20101007,1048,0
20101007,1103,-1
20101007,1118,-1
20101007,1133,-1
20101007,1148,-1
20101007,1203,-1
20101007,1218,-1
20101007,1233,-1
20101007,1248,-1
