2010-10-01,9:18,0
2010-10-01,9:33,0
2010-10-01,9:48,0
2010-10-01,10:03,0
2010-10-01,10:18,0
2010-10-01,10:33,0
2010-10-01,10:48,0
2010-10-01,11:03,0
2010-10-01,11:18,0
2010-10-01,11:33,0
2010-10-01,11:48,0
2010-10-01,12:03,0
2010-10-01,12:18,0
2010-10-01,12:33,0
2010-10-01,12:48,0
2010-10-01,13:03,0
2010-10-01,13:18,0
2010-10-01,13:33,0
2010-10-01,13:48,0
2010-10-01,14:03,0
2010-10-01,14:18,0
2010-10-01,14:33,0
2010-10-01,14:48,0
2010-10-01,15:03,0
2010-10-01,15:18,0
2010-10-01,15:33,0
2010-10-01,15:48,0
2010-10-01,16:03,0
2010-10-01,16:18,0
2010-10-01,16:33,0
2010-10-01,16:48,0
2010-10-01,17:00,0
2010-10-04,9:18,0
2010-10-04,9:33,0
2010-10-04,9:48,0
2010-10-04,10:03,0
2010-10-04,10:18,0
2010-10-04,10:33,0
2010-10-04,10:48,0
2010-10-04,11:03,0
2010-10-04,11:18,0
2010-10-04,11:33,0
2010-10-04,11:48,0
2010-10-04,12:03,0
2010-10-04,12:18,0
2010-10-04,12:33,0
2010-10-04,12:48,0
2010-10-04,13:03,0
2010-10-04,13:18,0
2010-10-04,13:33,0
2010-10-04,13:48,0
2010-10-04,14:03,0
2010-10-04,14:18,0
2010-10-04,14:33,0
2010-10-04,14:48,0
2010-10-04,15:03,0
2010-10-04,15:18,0
2010-10-04,15:33,0
2010-10-04,15:48,0
2010-10-04,16:03,0
2010-10-04,16:18,0
2010-10-04,16:33,0
2010-10-04,16:48,0
2010-10-04,17:00,0
2010-10-05,9:18,0
2010-10-05,9:33,0
2010-10-05,9:48,0
2010-10-05,10:03,0
2010-10-05,10:18,0
2010-10-05,10:33,0
2010-10-05,10:48,0
2010-10-05,11:03,0
2010-10-05,11:18,0
2010-10-05,11:33,0
2010-10-05,11:48,0
2010-10-05,12:03,0
2010-10-05,12:18,0
2010-10-05,12:33,0
2010-10-05,12:48,0
2010-10-05,13:03,0
2010-10-05,13:18,0
2010-10-05,13:33,0
2010-10-05,13:48,0
2010-10-05,14:03,-1
2010-10-05,14:18,-1
2010-10-05,14:33,-1
2010-10-05,14:48,-1
2010-10-05,15:03,-1
2010-10-05,15:18,-1
2010-10-05,15:33,-1
2010-10-05,15:48,-1
2010-10-05,16:03,-1
2010-10-05,16:18,-1
2010-10-05,16:33,-1
2010-10-05,16:48,-1
2010-10-05,17:00,-1
2010-10-06,9:18,-1
2010-10-06,9:33,-1
2010-10-06,9:48,-1
